grant_id,eric_id,title,author,publicationtype,publicationdateyear,publisher,source,url
R305C110011,ED555529,What about the Non-Completers? The Labor Market Returns to Progress in Community College. CAPSEE Working Paper,"Zeidenberg, Matthew; Scott, Marc; Belfield, Clive",Reports - Evaluative,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED558271,On Their Own Terms: Two-Year Minority Serving Institutions,"Nguyen, Thai-Huy; Lundy-Wagner, Valerie; Castro Samayoa, Andrés; Gasman, Marybeth; Wilson, Audrey; Diggs, Desmond; Wolff, Melanie; Dávila, Carolina; Boland, William","Numerical/Quantitative Data,Reports - Research",2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED557077,What about the Non-Completers? The Labor Market Returns to Progress in Community College. A CAPSEE Working Paper,"Zeidenberg, Matthew; Scott, Marc; Belfield, Clive",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED557078,Career-Technical Education and Labor Market Outcomes: Evidence from California Community Colleges. A CAPSEE Working Paper,"Stevens, Ann; Kurlaender, Michal; Grosz, Michel",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED557079,Examining the Earnings Trajectories of Community College Students Using a Piecewise Growth Curve Modeling Approach. A CAPSEE Working Paper,"Jaggars, Shanna Smith; Xu, Di",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED557080,Labor Market Returns to Community College Awards: Evidence from Michigan. A CAPSEE Working Paper,"Bahr, Peter Riley; Dynarski, Susan; Jacob, Brian; Kreisman, Daniel; Sosa, Alfredo; Wiederspan, Mark",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED557081,The Labor Market Returns to Math Courses in Community College. A CAPSEE Working Paper,"Belfield, Clive; Liu, Vivian Yuen Ting",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED557086,The Federal Work-Study Program: Impacts on Academic Outcomes and Employment. Policy Brief,NA,Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED549157,Evaluating For-Profit Higher Education: Evidence from the Education Longitudinal Study. A CAPSEE Working Paper,"Liu, Yuen Ting; Belfield, Clive",Reports - Research,2014,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED549161,Institutional Determinants of Labor Market Outcomes for Community College Students in North Carolina. A CAPSEE Working Paper,"Kalleberg, Arne L.; Dunn, Michael",Reports - Research,2014,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED573961,Model Specifications for Estimating Labor Market Returns to Associate Degrees: How Robust Are Fixed Effects Estimates? A CAPSEE Working Paper,"Belfield, Clive; Bailey, Thomas",Reports - Evaluative,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED573962,Labor Market Trajectories for Community College Graduates: New Evidence Spanning the Great Recession. A CAPSEE Working Paper,"Minaya, Veronica; Scott-Clayton, Judith",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED565214,The Impact of Co-Locating American Job Centers on Community College Campuses in North Carolina. A CAPSEE Working Paper,"Van Noy, Michelle",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED565215,Denying Loan Access: The Student-Level Consequences When Community Colleges Opt out of the Stafford Loan Program. A CAPSEE Working Paper,"Wiederspan, Mark",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED570706,Does Working Help or Hurt College Students? The Effects of Federal Work-Study Participation on Student Outcomes. A CAPSEE Working Paper,"Soliz, Adela; Long, Bridget Terry",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED571649,Goodbye to Summer Vacation? The Effects of Summer Enrollment on College and Employment Outcomes. A CAPSEE Working Paper,"Liu, Vivian Yuen Ting",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED573076,Estimating Returns to College Attainment: Comparing Survey and State Administrative Data Based Estimates. A CAPSEE Working Paper,"Scott-Clayton, Judith; Wen, Qiao",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED573077,"Estimating Returns to College Attainment: Comparing Survey and State Administrative Data Based Estimates. Appendices A, B, C, D, and E. A CAPSEE Working Paper","Scott-Clayton, Judith; Wen, Qiao",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED573078,Nonpecuniary Returns to Postsecondary Education: Examining Early Non-Wage Labor Market Outcomes among College-Goers in the United States. A CAPSEE Working Paper,"Schudde, Lauren",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED560960,The Labor Market Returns to Math in Community College: Evidence Using the Education Longitudinal Study of 2002. A CAPSEE Working Paper,"Belfield, Clive",Reports - Research,2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED562519,Weathering the Great Recession with Human Capital? Evidence on Labor Market Returns to Education from Arkansas. A CAPSEE Working Paper,"Belfield, Clive","Reports - Research,Numerical/Quantitative Data",2015,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED571788,The Fixed-Effects Model in Returns to Schooling and Its Application to Community Colleges: A Methodological Note,"Dynarski, Susan; Jacob, Brian; Kreisman, Daniel",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED571789,Returns to Vocational Credentials: Evidence from Ohio's Community and Technical Colleges. A CAPSEE Working Paper,"Bettinger, Eric; Soliz, Adela",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED566398,Does College Focus Matter? Explaining Differences in Performance among Community Colleges in North Carolina: A CAPSEE Working Paper,"Dunn, Michael; Kalleberg, Arne L.","Numerical/Quantitative Data,Reports - Research",2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED566399,Do Students Benefit from Going Backward? The Academic and Labor Market Consequences of Four- to Two-Year College Transfer: A CAPSEE Working Paper,"Liu, Vivian Yuen Ting","Numerical/Quantitative Data,Reports - Research",2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED566401,How and Why Does Two-Year College Entry Influence Baccalaureate Aspirants' Academic and Labor Market Outcomes? A CAPSEE Working Paper,"Xu, Di; Jaggars, Shanna Smith; Fletcher, Jeffrey","Numerical/Quantitative Data,Reports - Research",2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED592813,Credential Production by Field and Labor Market Alignment at Minority-Serving Institutions: A Descriptive Analysis. A CAPSEE Working Paper,"Edgecombe, Nikki; Sanders, Jasmine M.",Reports - Evaluative,2018,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574790,Classifying STEM Programs in Community Colleges to Develop a State-Level Middle-Skill STEM Workforce Strategy. A CAPSEE Working Paper,"Lundy-Wagner, Valeria; Chan, Eric W.",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574791,Performance Standards in Need-Based Student Aid. A CAPSEE Working Paper,"Scott-Clayton, Judith; Schudde, Lauren",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574792,Does the Federal Work-Study Program Really Work--And for Whom? Research Brief,"Scott-Clayton, Judith; Zhou, Rachel Yang",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574804,The Labor Market Returns to Sub-Baccalaureate College: A Review. A CAPSEE Working Paper,"Belfield, Clive; Bailey, Thomas",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574807,Does It Pay to Complete Community College--and How Much? Research Brief,"Belfield, Clive; Bailey, Thomas",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574809,The Earnings of Community College Graduates in California. A CAPSEE Working Paper,"Bahr, Peter Riley",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574810,"Performance Requirements in Need-Based Aid: What Roles Do They Serve, and Do They Work? Research Brief","Scott-Clayton, Judith; Schudde, Lauren",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574811,The Labor Market Returns to a Community College Education for Non-Competing Students. A CAPSEE Working Paper,"Bahr, Peter Riley",Reports - Research,2016,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574812,How and Why Do Adjunct Instructors Affect Students' Academic Outcomes? Evidence from Two-Year and Four-Year Colleges. A CAPSEE Working Paper,"Ran, Florence Xiaotao; Xu, Di",Reports - Research,2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574818,"The Impact of Pell Grant Eligibility on Community College Students' Financial Aid Packages, Labor Supply, and Academic Outcomes. A CAPSEE Working Paper","Park, Rina Seung Eun; Scott-Clayton, Judith","Reports - Research,Non-Print Media",2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED574820,"The Impact of Pell Grant Eligibility on Community College Students' Financial Aid Packages, Labor Supply, and Academic Outcomes. Appendices A, B, C, D, E, and F. A CAPSEE Working Paper","Park, Rina Seung Eun; Scott-Clayton, Judith","Reports - Research,Numerical/Quantitative Data",2017,"Center for Analysis of Postsecondary Education and Employment. Teachers College, Columbia University, 525 West 120th Street Box 174, New York, NY 10027. Tel: 212.678.3091; e-mail: capsee@columbia.edu; Web site: http://capseecenter.org",Center for Analysis of Postsecondary Education and Employment,NA
R305C110011,ED671513,The Disciplinary Differences in the Characteristics and Effects of Non-Tenure-Track Faculty. EdWorkingPaper No. 20-331,Di Xu; Florence Xiaotao Ran,Reports - Research,2020,"Annenberg Institute for School Reform at Brown University. Brown University Box 1985, Providence, RI 02912. Tel: 401-863-7990; Fax: 401-863-1290; e-mail: annenberg@brown.edu; Web site: https://annenberg.brown.edu/",Annenberg Institute for School Reform at Brown University,NA
R305C120001,EJ1342994,Integrating SARA Assessment with Reading Comprehension Training in Auto Tutor,"Smith, E. Halle; Hollander, John; Graesser, Art C.; Sabatini, John; Hu, Xiangen","Journal Articles,Reports - Descriptive",2021,"Korea Association of Teachers of English. 6105 English Education Department, Chinju National University of Education, 369beon-gil 3, Jinyangho-ro, Jinju, Gyeongsangnam-do, 52673, Republic of Korea. Tel: +82-42-629-7381; Fax: +82-42-629-7320; e-mail: katejournal29@gmail.com; Web site: http://journal.kate.or.kr/",English Teaching,NA
R305C120001,EJ1304805,Reflections from Teaching Basic Adult Literacy,"Einarson, Inga; Miller, Christine; Rodgerson, Devi; Lacerenza, Lea; Lovett, Maureen W.; Greenberg, Daphne","Journal Articles,Reports - Research",2021,"ProLiteracy. 101 Wyoming Street, Syracuse, NY 13204. Tel: 888-528-2224; Tel: 315-214-2400; Fax: 315-422-6369; e-mail: info@proliteracy.org; Web site: https://proliteracy.org/",Adult Literacy Education,NA
R305C120001,EJ1376146,An Intelligent Tutoring System for Improving Adult Literacy Skills in Digital Environments,"Hollander, John; Sabatini, John; Graesser, Art","Journal Articles,Reports - Descriptive",2021,"Coalition on Adult Basic Education. PO Box 1820 Cicero, NY 13039. Tel: 888-442-6223; e-mail: journal@coabe.org; Web site: https://coabe.org/coabe-journal/",COABE Journal: The Resource for Adult Education,https://coabe-connects.myshopify.com/collections/technology-and-adult-learning-digital-literacy-for-all/products/article-06-an-intelligent-tutoring-system-for-improving-adult-literacy-skills-in-digital-environments
R305C120001,EJ1389896,An Intelligent Tutoring System for Adult Literacy Learners: Lessons for Practitioners,"Greenberg, Daphne; Miller, Christine; Graesser, Arthur C.","Journal Articles,Reports - Evaluative",2023,"ProLiteracy. 101 Wyoming Street, Syracuse, NY 13204. Tel: 888-528-2224; Tel: 315-214-2400; Fax: 315-422-6369; e-mail: info@proliteracy.org; Web site: https://proliteracy.org/",Adult Literacy Education,NA
R305C120001,ED588053,The Role of Peer Agent's Learning Competency in a Trialogue-Based Reading Intelligent System,"Li, Haiying; Chen, Qinyu; Yu, Qiong; Graesser, Arthur C.","Speeches/Meeting Papers,Reports - Research",2015,NA,Grantee Submission,NA
R305C120001,ED588054,Disengagement Detection within an Intelligent Tutoring System,"Chen, Su; Lippert, Anne; Shi, Genghu; Fang, Ying; Graesser, Arthur C.","Speeches/Meeting Papers,Reports - Research",2018,NA,Grantee Submission,NA
R305C120001,ED588060,Epistemic Network Analysis and Topic Modeling for Chat Data from Collaborative Learning Environment,"Cai, Zhiqiang; Pennebaker, James W.; Eagan, Brendan; Shaffer, David W.; Dowell, Nia M.; Graesser, Arthur C.","Reports - Research,Speeches/Meeting Papers",2017,NA,Grantee Submission,NA
R305C120001,ED588061,Using an Additive Factor Model and Performance Factor Analysis to Assess Learning Gains in a Tutoring System to Help Adults with Reading Difficulties,"Shi, Genghu; Pavlik, Philip, Jr.; Graesser, Arthur","Speeches/Meeting Papers,Reports - Research",2017,NA,Grantee Submission,NA
R305C120001,ED588062,Clustering the Learning Patterns of Adults with Low Literacy Skills Interacting with an Intelligent Tutoring System,"Fang, Ying; Shubeck, Keith; Lippert, Anne; Chen, Qinyu; Shi, Genghu; Feng, Shi; Gatewood, Jessica; Chen, Su; Cai, Zhiqiang; Pavlik, Philip; Frijters, Jan; Greenberg, Daphne; Graesser, Arthur","Speeches/Meeting Papers,Reports - Research",2018,NA,Grantee Submission,NA
R305C120001,ED588068,Diagnosing Reading Deficiencies of Adults with Low Literacy Skills in an Intelligent Tutoring System,"Shi, Genghu; Hampton, Andrew J.; Chen, Su; Fang, Ying; Graesser, Arthur C.","Speeches/Meeting Papers,Reports - Research",2018,NA,Grantee Submission,NA
R305C120001,ED588100,"Emotional, Epistemic, and Neutral Feedback in AutoTutor Trialogues to Improve Reading Comprehension","Feng, Shi; Stewart, Janay; Clewley, Danielle; Graesser, Arthur C.","Reports - Research,Speeches/Meeting Papers",2015,NA,Grantee Submission,NA
R305C120001,ED586945,Two Heads May Be Better than One: Learning from Computer Agents in Conversational Trialogues,"Graesser, Arthur C.; Forsyth, Carol M.; Lehman, Blair A.","Journal Articles,Reports - Research",2017,NA,Grantee Submission,NA
R305C120001,ED586984,Scaffolding Made Visible,"Olney, Andrew M.",Reports - Evaluative,2014,NA,Grantee Submission,NA
R305C120001,ED560881,Breaking off Engagement: Readers' Disengagement as a Function of Reader and Text Characteristics,"Goedecke, Patricia J.; Dong, Daqi; Shi, Genghu; Feng, Shi; Risko, Evan; Olney, Andrew M.; D'Mello, Sidney K.; Graesser, Arthur C.","Speeches/Meeting Papers,Reports - Research",2015,International Educational Data Mining Society. e-mail: admin@educationaldatamining.org; Web site: http://www.educationaldatamining.org,International Educational Data Mining Society,NA
R305C120001,ED572660,Selecting Fluency Assessments for Adult Learners,"Nightingale, Elena; Greenberg, Daphne; Branum-Martin, Lee",Reports - Research,2016,NA,Grantee Submission,http://www.coabe.org/journal
R305C120001,ED618419,Using AutoTutor to Track Performance and Engagement in a Reading Comprehension Intervention for Adult Literacy Students,"Graesser, Arthur C.; Greenberg, Daphne; Frijters, Jan C.; Talwar, Amani",Reports - Research,2021,NA,Grantee Submission,http://www.revistasignos.cl/index.php/signos/article/view/776/402
R305C120001,ED617714,Attention in Educational Contexts: The Role of the Learning Task in Guiding Attention,"Olney, Andrew M.; Risko, Evan F.; D'Mello, Sidney K.; Graesser, Arthur C.",Reports - Research,2015,NA,Grantee Submission,NA
R305C120001,ED617752,Authoring Intelligent Tutoring Systems Using Human Computation: Designing for Intrinsic Motivation,"Olney, Andrew M.; Cade, Whitney L.",Reports - Descriptive,2015,NA,Grantee Submission,NA
R305C120001,ED616925,An Intelligent Tutoring System for Improving Adult Literacy Skills in Digital Environments,"Hollander, John; Sabatini, John; Graesser, Art",Reports - Research,2021,NA,Grantee Submission,https://coabe-connects.myshopify.com/products/article-06-an-intelligent-tutoring-system-for-improving-adult-literacy-skills-in-digital-environments
R305C120001,ED596349,Can Word Probabilities from LDA Be Simply Added up to Represent Documents?,"Cai, Zhiqiang; Li, Hiyiang; Hu, Xiangen; Graesser, Art","Speeches/Meeting Papers,Reports - Evaluative",2016,NA,Grantee Submission,NA
R305C120001,ED596350,Assessing Computer Literacy of Adults with Low Literacy Skills,"Olney, Andrew M.; Bakhtiari, Dariush; Greenberg, Daphne; Graesser, Art","Speeches/Meeting Papers,Reports - Research",2017,NA,Grantee Submission,NA
R305C120001,ED596351,Tracking Online Reading of College Students,"Olney, Andrew M.; Hosman, Eric; Graesser, Art; D'Mello, Sidney K.","Speeches/Meeting Papers,Reports - Research",2017,NA,Grantee Submission,NA
R305C120001,ED596352,The Reading Ability of College Freshmen,"Olney, Andrew M.; Walker, Breya; Davis, Raven N.; Graesser, Art","Speeches/Meeting Papers,Reports - Research",2017,NA,Grantee Submission,NA
R305C120001,ED596362,Improving Reading Comprehension with Automatically Generated Cloze Item Practice,"Olney, Andrew M.; Pavlik, Philip I., Jr.; Maass, Jaclyn K.","Speeches/Meeting Papers,Reports - Research",2017,NA,Grantee Submission,NA
R305C120001,ED596577,Assessing Computer Literacy of Adults with Low Literacy Skills,"Olney, Andrew M.; Bakhtiari, Dariush; Greenberg, Daphne; Graesser, Art","Speeches/Meeting Papers,Reports - Research",2017,International Educational Data Mining Society. e-mail: admin@educationaldatamining.org; Web site: http://www.educationaldatamining.org,International Educational Data Mining Society,NA
R305C120001,ED596584,Epistemic Network Analysis and Topic Modeling for Chat Data from Collaborative Learning Environment,"Cai, Zhiqiang; Eagan, Brendan; Dowell, Nia M.; Pennebaker, James W.; Shaffer, David W.; Graesser, Arthur C.","Speeches/Meeting Papers,Reports - Research",2017,International Educational Data Mining Society. e-mail: admin@educationaldatamining.org; Web site: http://www.educationaldatamining.org,International Educational Data Mining Society,NA
R305C120001,ED593217,Clustering the Learning Patterns of Adults with Low Literacy Skills Interacting with an Intelligent Tutoring System,"Fang, Ying; Shubeck, Keith; Lippert, Anne; Cheng, Qinyu; Shi, Genghu; Feng, Shi; Gatewood, Jessica; Chen, Su; Cai, Zhiqiang; Pavlik, Philip; Frijters, Jan; Greenberg, Daphne; Graesser, Arthur","Speeches/Meeting Papers,Reports - Research",2018,International Educational Data Mining Society. e-mail: admin@educationaldatamining.org; Web site: http://www.educationaldatamining.org,International Educational Data Mining Society,NA
R305C120001,ED592713,How Good Is Popularity? Summary Grading in Crowdsourcing,"Li, Haiying; Cai, Zhiqiang; Graesser, Arthur","Speeches/Meeting Papers,Reports - Research",2016,International Educational Data Mining Society. e-mail: admin@educationaldatamining.org; Web site: http://www.educationaldatamining.org,International Educational Data Mining Society,NA
R305C120001,ED602400,Automated Evaluation of Text and Discourse with Coh-Metrix,"McNamara, Danielle S.; Graesser, Arthur C.; McCarthy, Philip M.; Cai, Zhiqiang","Books,Reports - Descriptive",2014,"Cambridge University Press. 32 Avenue of the Americas, New York, NY 10013. Tel: 845-353-7500; Fax: 845-353-4141; e-mail: customer_service@cambridge.org; Web site: https://www.cambridge.org",Cambridge University Press,https://www.cambridge.org/us/academic/subjects/psychology/educational-psychology/automated-evaluation-text-and-discourse-coh-metrix?format=HB&isbn=9780521192927
R305C120001,ED675631,Using Survival Analysis to Identify the Factors That Mitigate Attrition among Adult Learners with Low Literacy Skills in an ITS-Based Literacy Program,Genghu Shi; Shun Peng; Daphne Greenberg; Jan Frijters; Arthur C. Graesser,"Speeches/Meeting Papers,Reports - Research",2025,International Educational Data Mining Society. e-mail: admin@educationaldatamining.org; Web site: https://educationaldatamining.org/conferences/,International Educational Data Mining Society,NA
R305C120001,EJ1497607,The Intersection of Reading and Speaking Difficulties: Current Knowledge and Recommendations for Supporting Adult Literacy Learners Who Stutter,Ai Leen Choo; Daphne Greenberg; Amani Talwar; Hongli Li,"Journal Articles,Reports - Research",2026,"ProLiteracy. 101 Wyoming Street, Syracuse, NY 13204. Tel: 888-528-2224; Tel: 315-214-2400; Fax: 315-422-6369; e-mail: info@proliteracy.org; Web site: https://proliteracy.org/",Adult Literacy Education,NA
R305C120008,ED558094,"It's Selective, but Is It Effective? Exploring the Predictive Validity of Teacher Selection Tools. CEDR Brief. Policy Brief No. 2014-­9","Goldhaber, Dan; Grout, Cyrus; Huntington-Klein, Nick",Reports - Research,2014,"Center for Education Data & Research. 3876 Bridge Way North Suite 201, Seattle, WA 98103. Tel: 206-547-5585; Fax: 206-547-1641; e-mail: cedr@uw.edu; Web site: http://www.cedr.us",Center for Education Data & Research,http://www.cedr.us/papers/working/CEDR%20Policy%20Brief%202014-9.pdf
