grant_id,ies_title,program_name,program_topic,topic_area,ies_purpose
R305G050216,The Read Aloud Curriculum in First Grade Classrooms: Furthering Our Understanding of Immediate and Long-Term Impacts and Causal Influences,Education Research Grants,Literacy,Reading/Writing/Literacy,"In this project, the researchers proposed to test the effectiveness of the Read Aloud Curriculum, which they had developed under a previous IES grant (R305G020057), and to investigate factors that count for its impact. This first-grade read-aloud curriculum was designed to expose children to narrative and expository text and to provide instruction about the structural elements of text, key vocabulary, and how to make connections across related texts. Although much reading instruction in first grade is focused on developing children's word recognition skills, reading success in third grade depends on developing comprehension skills in the early grades. In this study, the researchers aimed to examine the effects of intervention on student comprehension and vocabulary outcomes. In addition, researchers were to study the degree to which student engagement during read-aloud lessons contributed to learning. The team also gathered data at the end of second grade to test the durability of the curriculum."
R305H060042,"Attention, Memory, and Executive Functions in Written Language Expression in Elementary School Children",Education Research Grants,Cognition and Student Learning,Reading/Writing/Literacy,"At the time of this study, the researchers aimed to establish a stronger scientific foundation for educational practice within the writing domain by using the current advances in cognitive science and neuroscience. Through this study, they planned to examine

the ontogeny of writing skills (text generation) for students at risk for writing problems and typically developing students
the specific cognitive underpinnings of writing skills for students at-risk versus those not at-risk for writing problems and how these relationships change over time with respect to a theoretical model (the simple view of writing) of written expression
the impact of an evidence-based treatment program on the developmental trajectories of written expression in students at risk for writing problems."
R305U050002,A One-Year Follow-up of Evidence-Based Early Reading Intervention Provided by Kindergarten and First Grade Teachers,Education Research Grants,Literacy,Reading/Writing/Literacy,"For this project, the researchers built on a previous project that was designed to address the gap that exists between research and practice in early reading interventions. Through this study the researchers planned to address unanswered questions regarding the timing and duration of early intervention needed for maximum benefit. They also aimed to investigate whether responsiveness to treatment was influenced by different beginning skill levels and classroom behavior. Additionally, the research team purposed to examine the relationship between teacher instruction, school context, and student outcomes."
R305F050080,Evaluating the Efficacy of Read Well Kindergarten,Field Initiated Evaluations of Education Innovations,NA,Reading/Writing/Literacy,"At the time of this study, research suggested that learning to read in the first grade was the best predictor of a child's ultimate success in school but that first-grade reading achievement depends on how much children know about reading before they start the grade. The purpose of this study was to determine if Read Well Kindergarten®, a beginning reading program that uses small group mastery-based reading instruction, enhanced language and literacy skills in 30 schools through the end of first grade. The program was based on principles of scientifically based reading instruction, an approach schools were seeking to find and for which they need solid evidence of effectiveness before training staff."
R324A100022,Preventing School Dropout with Secondary Students: The Implementation of an Individualized Reading Intervention and Dropout Prevention Intervention,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of this project is to test the efficacy of an individualized reading intervention (Reading Interventions for Adolescents; RIA) and a dropout prevention intervention (Check & Connect; C&C) separately and combined for secondary students with reading difficulties who are also at risk for dropping out of school. Despite improved knowledge about effective reading interventions for students in the younger grades, much less is known regarding effective interventions and reading instruction for students with reading difficulties in middle and high school. In addition to the need for effective reading interventions, it is also critical to intervene with students at risk for school dropout, including struggling adolescent readers and English language learners (ELL). The current study will address this need by testing the efficacy of RIA and C&C) separately and combined for improving reading achievement and graduation rates for struggling readers in high school, including ELL students."
R324A110053,Efficacy of the Interactive Strategies Approach-Extended as a Small Group Intervention for Intermediate Grade Struggling Readers,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"Instructional approaches for improving reading and writing skills of older students may address deficits in knowledge, vocabulary, comprehension, and basic reading skills. Often the approaches feature a standard treatment that does not differentiate instruction based on individual student needs. The research team proposes to investigate the efficacy of the Interactive Strategies Approach-Extended with third and fourth graders who have disabilities or are struggling readers. The intervention is a set of instructional goals, approaches, and materials that supplement classroom reading instruction and can be tailored to the reading and writing needs of individual students. The intervention is intended to accelerate students' basic reading skills, vocabulary, and listening and reading comprehension."
R324A110135,Project Early Vocabulary Intervention,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"Early vocabulary development has long been recognized as being important to future reading success. Although there is some research on direct vocabulary instruction in early grades, there are few investigations of its effects on students identified as at risk for disabilities. The purpose of this project is to assess the efficacy of Early Vocabulary Intervention with kindergartners most at risk for language and learning disabilities. The intervention is designed to supplement classroom vocabulary instruction and intended to accelerate students' vocabulary and listening comprehension skills."
R324A140003,Reading Achievement Multi-component Program (RAMP-UP),Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of this project was to examine the efficacy of two versions of a fully developed and empirically supported peer-mediated, multi-component remedial reading program designed specifically for adolescents with reading disabilities. Many adolescents with reading disabilities read 4 to 6 years below grade level, score poorly on reading assessments, and show severe deficits in word recognition, reading fluency, and comprehension. Questions exist regarding the most effective way to provide remedial reading instruction for adolescents. Some researchers advocate for an instructional emphasis on phonological decoding, while others promote an emphasis on comprehension. This research team proposed to conduct a randomized controlled trial to explore the most effective and efficient means to develop reading skills of middle school students with reading disabilities. Both versions address deficits in phonological decoding, spelling, fluency, and comprehension skills. However, they differ in the amount of allotted instructional time devoted to phonological decoding or comprehension."
R324A150021,Implementing an emergent literacy program for students with intellectual disabilities and autism in general education classrooms,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"This project planned to evaluate the efficacy of the Early Literacy Skills Builder for increasing the literacy skills of students with severe intellectual disabilities or autism spectrum disorder (ASD) when it is implemented in small group contexts in general education classrooms. Literacy outcomes for students with intellectual disabilities or ASD have been typically poor. In addition, their instruction has often been provided in settings outside of the general education classrooms and away from their typically developing peers. The Early Literacy Skills Builder is an early literacy curriculum for students with severe intellectual disabilities, including students with ASD. The curriculum was designed to meet the diverse instructional needs of young students who are verbal or nonverbal. This study planned to evaluate whether this intervention, which had demonstrated efficacy for improving early literacy outcomes in segregated settings, can also be efficacious when implemented in inclusive general education settings. It also planned to examine changes in their typically developing peers' attitudes toward disability."
R324A150269,Passport to Literacy: Examining the Effectiveness of the Voyager Passport Intervention for Fourth-grade Students with or at High Risk for Reading Disabilities,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The intended purpose of this project was to evaluate the Voyager Passport intervention with fourth grade children with or at high risk for reading disabilities to determine whether it improves reading outcomes. Despite its wide use, Voyager Passport had never been rigorously evaluated. Many students who enter fourth grade, particularly those with disabilities, struggle significantly with reading. Students who enter the upper grades as poor readers continue to struggle throughout their schooling and are at high risk for academic failure, drop out, unemployment, low income, and criminal activity. This project proposed to conduct two efficacy studies. The first study was designed to examine the efficacy of Voyager Passport compared to instruction and intervention typically provided by the schools for students with reading difficulties. The second study was intended to compare three groups to determine the relative efficacy of standard implementation of Voyager Passport compared to an intensified version of the program and to instruction typically provided by schools to students with severe reading difficulties."
R324A170086,An Efficacy Study of Strategic and Interactive Writing Instruction (SIWI): Teacher Development and Student Outcomes,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,The purpose of this study is to investigate the efficacy of the Strategic and Interactive Writing Instruction (SIWI) professional development (PD) program for improving the knowledge and instructional practices of teachers and the writing and language outcomes for students in third through sixth grade who are deaf or hard of hearing (D/HH). The language experiences of children who are D/HH are extremely diverse and directly influence their writing. There is a need to identify effective programs for building teacher capacity to provide evidence-based literacy instruction that is tailored to the unique needs of students who are D/HH. This project seeks to fill this gap by evaluating the efficacy of the SIWI PD program for improving teacher knowledge and practices and subsequent writing and language outcomes for students who are D/HH.
R324A170101,Supporting Teachers' Implementation of Data-Based Instruction in Early Writing: An Efficacy Study,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of this study was to examine the efficacy of Data-Based Instruction: Tools, Learning and Collaborative Support (DBI-TLC), aimed at improving teachers' use of data to promote positive outcomes for children with intensive early writing needs. Writing is critical to students' success in school and afterwards; yet, little is known about effective ways to support teachers in improving outcomes of students who experience significant writing difficulties. Data-based instruction (DBI) provides a framework for teachers to individualize instruction. Research shows the use of DBI can improve student outcomes. However, teachers often need support to use data effectively. The research team created DBI-TLC to support teachers’ use of data to individualize instruction and improve outcomes of students with intensive early writing needs. This project used a randomized controlled trial to test its efficacy for improving teacher knowledge, skills, and self-efficacy related to DBI and student outcomes in early writing. The project sheds light on the sustainability of DBI by gathering data to understand the extent to which teachers continue to use DBI when research support is withdrawn."
R324A180221,Testing the Efficacy of Reading RULES: A Tier 1 and Tier 2 Intervention for First-Grade Children with Decoding and Comprehension Difficulties,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of this project is to evaluate the efficacy of Reading RULES for first-grade students who are at risk for serious reading difficulties and disabilities in both word reading and comprehension. Students who do not learn to read adequately in the early grades typically have persistent reading difficulties. Potential persistent reading problems may be prevented or their severity reduced if they are addressed aggressively and early. Reading RULES combines whole-class and intensive small-group intervention designed to improve word reading, fluency, listening, and reading comprehension."
R324A190072,Examining the Efficacy of a Content Area Reading Comprehension Intervention for Students With Disabilities,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of this study is to test the efficacy of the reading comprehension intervention, PACT-Promoting Adolescents' Comprehension of Text, for middle school learnerswith disabilities. PACT has demonstrated efficacy for improving outcomes for students without disabilities, but has not been rigorously evaluated for learners with disabilities. Data from the prior efficacy study do suggest the intervention is promising for learners with disabilities. Many adolescents with disabilities do not adequately understand complex texts, which can reduce their school success, access to postsecondary learning, and future career opportunities. Since most students with disabilities are educated in the general education classroom, there is a clear need for effective instructional practices for the teachers in these classrooms. The goal of the current study is to test the efficacy of a evidence-based reading comprehension intervention, PACT, for middle school students with disabilities in general education social studies classrooms. In addition, the study will examine the mediating effects of implementation fidelity and teachers' academic interactions with students, the moderating effects of student characteristics, and the costs and cost-effectiveness of the intervention."
R324A190240,An Efficacy Trial to Evaluate Supporting Paraprofessionals by Advancing Reading Intervention Knowledge and Skill (SPARK),Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"This project evaluated the efficacy of two models of professional development (PD) designed to enhance paraprofessionals' knowledge and skills related to delivering an early reading intervention to elementary school students with intellectual and developmental disabilities (IDD). The first model, a traditional reading-focused PD (T-PD), used a training model developed through a prior IES-funded Development and Innovation grant. The second model, enhanced reading-focused PD (E-PD), went beyond simply training paraprofessionals to implement a specific reading intervention by targeting broader knowledge and skills to improve overall instructional quality. Although paraprofessionals make up half of the special education instructional workforce and often provide instruction to students with disabilities, they receive limited training on basic educational practices. There has been limited research evaluating the efficacy of PD for paraprofessionals; therefore, this project aimed to address this by evaluating the comparative efficacy of two PD models designed to improve paraprofessionals' reading instruction for students with IDD."
R324A200101,A Randomized Trial of the Connect-IT Intervention in Middle School Students With or At Risk for Reading Disabilities,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"A large direct contributor to comprehension problems in middle school students with or at risk for reading disabilities is pervasive difficulty in making inferences necessary for understanding what is read. Because literacy attainments in middle school are highly predictive of postsecondary success, middle school provides a later developmental window within which to intervene for struggling adolescent readers. Consequently, a technology-based inference-making intervention, Connect-IT-Computer, and an interventionist-led version, Connect-IT-Teacher, were developed for middle school students with or at risk for reading disabilities in an IES Development and Innovation project (Barnes, PI). Promising findings from an underpowered RCT provide the rationale for the current proposal which has the following aims: (1) to test the efficacy of Connect-IT-Computer and Connect-IT-Teacher for middle school students with or at risk for reading disability, (2) to compare the efficacy of the two versions of Connect-IT, (3) to test mediators and moderators of hypothesized impacts of the interventions; and (4) to compare the cost and effectiveness of Connect-IT-Teacher and Connect-IT Computer versus what schools would provide in the absence of these programs."
R324A200151,Examining the Efficacy of Friends on the Block: An Intensive Early Literacy Intervention for Elementary Students With Intellectual and Developmental Disability (Project Intensity),Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of Project Intensity is to conduct a randomized control trial (RCT) to evaluate the efficacy of a literacy intervention, Friends on the Block, designed to enhance reading and language outcomes for elementary students with intellectual and developmental disability (IDD)."
R324A210021,Effectiveness of Leveled Literacy Intervention Intermediate for Third and Fourth Grade Students with Reading Difficulties or Disabilities,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The project aims to test the efficacy of the Leveled Literacy Intervention (LLI) Intermediate in third and fourth grade. Researchers will conduct a randomized control trial to examine: (a) the efficacy of LLI Intermediate for third grade students with reading difficulties or disabilities relative to a business-as-usual comparison group, (b) the efficacy of an intensive implementation of LLI Intermediate over 2 years (3rd and 4th grade), (c) short- and long-term outcomes to determine whether the effects are educationally meaningful to students, and (d) moderators of student response to intervention. A significant number of students struggle to successfully read and understand grade level text in third grade and beyond. However, there is very limited information on intensive implementations of reading intervention that may be needed for students with or at-risk for reading disabilities at the upper elementary level. The results of the study will provide information on the effectiveness, and factors affecting the effectiveness, of an intervention already in use or being considered. In addition, the findings will add to the limited research base on intensive interventions for intermediate grade students with significant reading difficulties or disabilities."
R324A220215,Reading Enhancements for Students With Autism Spectrum Disorders (Project READ): A Reading Comprehension Intervention,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of this study is to evaluate the efficacy of a reading comprehension intervention for 4th to 8th grade students with ASD called Reading Enhancements for Students with Autism Spectrum Disorders (Project READ). Project READ is a tutoring intervention designed with prior IES funding that has demonstrated promise for meeting the heterogeneous reading comprehension needs of students with ASD. For students with ASD, improving reading comprehension is critical for increasing their opportunities to attend college and obtain meaningful employment. Higher levels of reading comprehension are associated with greater gains in other academic areas, higher levels of employment, increased independence, and overall improved quality of life."
R324G060005,Multiple-Component Remediation for Struggling Middle School Readers,Special Education Research Grants,"Reading, Writing, and Language",Reading/Writing/Literacy,"The purpose of this project is to evaluate the efficacy of two multiple component reading interventions for middle school students with reading disabilities. Both programs address multiple sources of dysfluent reading, impaired reading comprehension, decoding, reading rate, and comprehension problems. However, the programs differ in that one includes a fluency component and the other includes a comprehension intervention component."
R305W030036,"The New 3R's – Reading, Resilience, and Relationships in After-School Programs",Unsolicited,NA,Reading/Writing/Literacy,No abstract available.
R305A080063,A Randomized Controlled Study of the Effects of Intelligent Online Chemistry Tutors in Urban California School Districts,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"Student knowledge and skills in science in the U.S. needs to be improved. A National Science Board report in 2006 indicates that while science achievement has improved slightly on some measures over the last few years, it is far below goals set by the National Science Board's Commission on Precollege Education in Mathematics, Science, and Technology almost three decades ago. Moreover, the performance of students in the U.S. is lagging when compared to other countries. The purpose of this project is to test the efficacy of the Quantum Chemistry Tutors, a suite of computer-based cognitive tutors that are designed to give individual tutoring to high school students in 12 chemistry topics. The findings from this study will not only tell us about the efficacy of this specific intervention but will also contribute to a better understanding of the general effects of the use of intelligent tutoring software on student learning, when used in conjunction with a range of commercially available science curricula."
R305A080464,Closing the Achievement Gap in Middle School Mathematics Utilizing Stanford University's Education Program for Gifted Youth Differentiated Mathematics Program,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"The failure to meet the educational needs of low socioeconomic status students continues to be a problem of national significance. The Stanford University's Education Program for Gifted Youth (EPGY) can help meet the educational needs of low socioeconomic status students. Results from an evaluation of the EPGY program in Title I elementary schools in California showed that students who used the program improved their mathematics performance on the California Standards Test. Following the same methodology used for the elementary school evaluation, the researchers will determine the degree to which the EPGY program can improve students' mathematics performance in middle school. The purpose of this study is to evaluate the efficacy of the EPGY program in middle schools with large percentages of low socioeconomic status students."
R305A080479,Fostering Fluency With Basic Addition and Subtraction,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"hildren at risk for academic failure frequently have difficulty achieving fluency in basic addition and subtraction facts. Many at-risk first and second graders have difficulty with even the simplest addition facts, such as 6 + 0 = 6 and 7 + 1 = 8. Although early intervention might prevent these deficiencies and learning difficulties, little research has rigorously examined how to best promote fact fluency among young at-risk children. The purpose of this study is to evaluate the efficacy of a set of computer-based activities, developed under a previous Institute of Education Sciences development grant, designed to foster children's fluency with single digit, basic addition and subtraction facts."
R305A080699,Early Learning in Mathematics: Efficacy in Kindergarten Classrooms,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"In recent years, low levels of mathematics performance have been found among U.S. students in relation to national standards and in international comparisons. Signs of these problems appear early in students' schooling. Unless these differences are addressed as early as kindergarten, they are likely to persist and become more difficult to remediate over time. One approach to improving achievement is to deliver effective instructional programs to all students as they enter school. Few experimental studies exist comparing the efficacy of mathematical instructional programs used in kindergarten classrooms with a range of learners. The purpose of this project is to test the efficacy of the Early Learning in Mathematics (ELM) curriculum, which was developed and field tested under a previous Institute of Education Sciences grant."
R305A090094,Efficacy of the Science Writing Heuristic Approach,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"Basic scientific literacy, knowledge, and skills are needed in order to participate effectively in a society increasingly shaped by science and technology. Unfortunately, mastery of rudimentary science knowledge and skills continue to be a challenge for many students. To address this need, the current study will test the efficacy of an inquiry approach that helps build elementary school students' science content knowledge, argumentation skills, and interest."
R305A090195,Testing the Effectiveness of CALM for High School Chemistry Students,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"To address the poor science achievement of high school students and to help reduce the achievement gap, high school science teachers need interventions that improve student learning in science. Unfortunately, there are few science interventions currently available to high school science teachers that have rigorous, scientifically based evidence of their impact on student's science achievement. Therefore, this study seeks to assess the efficacy of the Computer Assisted Learning Method (CALM), a fully developed chemistry program widely used in the state of Indiana."
R305A090197,Efficacy Study of AnimalWatch: An Intelligent Tutoring System for Pre-Algebra,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"Algebra is considered a critical ""gatekeeper"" mathematics course for high school graduation and college enrollment, but many students continue to struggle with algebra and failure rates are high. Often, the problem is that students have not yet mastered the prerequisite computation, fractions, and algebra readiness skills necessary to successfully solve algebraic problems. One potential way to improve student mathematics achievement and prepare students for algebra may be through the use of intelligent tutoring systems. In this study, the researchers are evaluating the efficacy of the AnimalWatch System, a computer-based intelligent tutor that is designed to provide individualized tutoring for students in pre-algebra. The AnimalWatch System was developed with support from a previous IES Goal 2 Development grant (R305K050086)."
R305A090281,Promoting Science among English Language Learners (P-SELL): Efficacy and Sustainability,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"As the school-aged population continues to become more racially, ethnically, and linguistically diverse, English language learning (ELL) students can now be found in virtually every school in the nation. For ELL students, content area instruction, such as science, should provide a meaningful learning environment for English language and literacy development. At the same time, improving English skills should provide the medium for understanding academic content. In reality, however, ELL students frequently confront the demands of academic learning through a yet-unmastered language without the instructional support they need. As a result, ELL students often fall behind their English-speaking peers in content areas. Thus, an intervention to promote academic learning with ELL students is needed, especially in content areas such as science. To address this need, the researchers intend to evaluate the efficacy of the Promoting Science among English Language Learners (P-SELL) curriculum."
R305A090527,Spatial Temporal Mathematics at Scale: An Innovative and Fully-Developed Paradigm to Boost Math Achievement Among All Learners,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"In typical instruction, elementary school students experience math concepts and solve mathematics problems through language and symbol minimized representations. The purpose of this project is to test the efficacy of Spatial Temporal Math (ST Math™) in improving student achievement in mathematics as measured by standardized tests in grades 2 through 5, and to ascertain if the program has differential effects for subgroups of students. This fully developed instructional software includes a coordinated series of computer games that build on a key cognitive ability, variously called visualization, spatial ability, or spatial temporal reasoning. One possible benefit of this approach is that it may reduce distractions by minimizing language and symbolic representations and maximizing visual representations. Designed both to teach math content and build problem-solving and reasoning skills, it may serve as a powerful complement to the regular math curriculum for students Grades K-5."
R305A090528,Applications of Intelligent Tutoring Systems (ITS) to Improve the Skill Levels of Students with Deficiencies in Mathematics,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"The proposed study examines the efficacy of using the Assessment and LEarning in Knowledge Spaces (ALEKS®) system in after-school settings to improve the mathematical skills of struggling 6th grade students. ALEKS® is a web-based, artificial intelligent assessment and learning system that uses adaptive questioning to quickly and accurately determine exactly what a student knows and does not know in a math course. Previous research with ALEKS®, implemented within the classroom, has offered preliminary results indicating the possible positive effect of the intervention, leading to an increase by 25% in the number of questions answered correctly on the math portion of the TCAP. However, the experimental design of this previous research does not allow for the causation of the intervention to be determined. This project is designed to test the effectiveness of the system as a supervised after-school program."
R305A110358,Learning of Ratio and Proportion Problem-Solving Using Schema-Based Instruction: Efficacy and Sustainability,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"The mathematics performance of U.S. students by Grade 8 is below the international average on more advanced mathematics topics including geometry, measurement, and proportionality. One explanation for the lower levels of performance may be students' difficulties with proportional reasoning, which is considered to be a capstone of elementary mathematics and a necessity for the more advanced mathematics that students encounter in high school and college. Building upon work from a prior IES Goal 2 Development grant, the goal of this project is to evaluate the efficacy of an intervention (schema-based instruction or ""SBI"") aimed at improving 7th grade students' learning of ratio and proportion. The primary objective of this project is to assess the immediate and long-term impact of SBI on students' mathematics problem solving and proportional reasoning. Secondary objectives include: (1) evaluating the immediate and long-term impact of SBI on student outcomes; (2) studying the implementation factors that are associated with effectiveness; (3) assessing SBI and teacher classroom characteristics that moderate the impact of student-level characteristics on mathematical problem solving and proportional reasoning; and (4) evaluating the effects of the intervention on students' metacognitive strategy knowledge and their acceptance of SBI."
R305A110685,Data Modeling Supports the Development of Statistical Reasoning,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"Statistics and data are featured prominently in the emerging national core standards in mathematics at the middle grades, but instruction in the middle grades typically isolates data from chance and fails to focus on foundations of statistical reasoning. These neglected foundations include structuring variability in data as distributions, relating data distribution to chance, and generating models of chance to guide statistical inference. Under the Data Modeling curriculum, these skills and understandings are integrated into a coordinated, cohesive curriculum. The goal of this project is to examine the efficacy of the Data Modeling curriculum on student learning and attitudes toward the mathematics of data and statistics at Grade 6. The intervention includes a sequence of 7 lessons to guide teachers in teaching key ideas, a set of coordinated formative and summative assessments items used to measure student learning and to inform instruction, and a professional development model and tools for teachers."
R305A120045,Efficacy Study of a Pre-Algebra Supplemental Program in Rural Mississippi Schools,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"In some states, rural students continue to lag significantly behind their non-rural peers in mathematics achievement. A strong correlate of the mathematics achievement gap between rural and non-rural students is the availability for opportunities to learn. Providing supplemental learning activities can help improve the mathematics achievement of rural students by providing students with additional opportunities to learn the content. This study will evaluate the efficacy of a supplemental mathematics curriculum, Every Day Counts Algebra Readiness (EDC Algebra Readiness), in Mississippi, a state with a sizable number of rural schools and the largest gap in achievement on the eighth-grade algebra scale of the National Assessment of Educational Progress."
R305A120184,Investigation of the Efficacy of the JUMP Program of Mathematics Instruction,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"Research on the efficacy of comprehensive mathematics curricula and instruction continue to be in short supply. Existing programs have not had a sizable impact on mathematics achievement, so there is a pressing need for innovative, evidence-based approaches for teaching mathematics. The currently study will evaluate the efficacy of a newly developed mathematics curriculum, Junior Undiscovered Math Prodigies (JUMP Math), that has promising evidence of its potential impact to improve learning in mathematics."
R305A120262,A Randomized Study of the Efficacy of a Two-Year Mathematics Intervention for At-Risk Pre-Kindergarten and Kindergarten Students,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"Most public preschool and kindergarten programs spend little time on mathematics. In addition, the mathematics curricula typically used in pre-kindergarten and kindergarten are not evidence-based, effective mathematics curricula and share two common design flaws. First, the content included is typically too broad and thus fails to systematically focus on building student understanding of key math content. Second, most curricula are not designed to address the specific mathematics instructional needs of at-risk students, including students from low-income backgrounds. The Pre-Kindergarten Mathematics and Early Learning in Mathematics (ELM) curricula have been shown to improve students' mathematics achievement at pre-kindergarten and kindergarten, respectively, in prior, separate evaluations. Although students in the treatment condition improved in their mathematics learning in the prior separate evaluations of Pre-Kindergarten Mathematics and ELM, low-income students' mathematics performance still lagged behind their middle-class peers. The current study will combine the two, one-year interventions into a two-year pre-kindergarten and kindergarten intervention that has the potential to produce strong effects at the end of the kindergarten year and enable low-income students to perform comparably to their middle-class peers on high stakes mathematics assessments. This study will provide empirical evidence about whether the two-year intervention improves low-income students' mathematical knowledge and the degree to which the intervention closes the socioeconomic status-related achievement gap in students' mathematical knowledge."
R305A120288,Perceptual Learning Technology in Mathematics Education: Efficacy and Replication,Education Research Grants,Cognition and Student Learning,STEM,"An important expertise in mathematics is the rapid pick-up of task-relevant patterns and structures. Yet such skills are seldom taught explicitly. Instruction usually emphasizes declarative knowledge and procedures that can be enacted. Indeed, instruction is commonly understood to require verbal explanation and discussion-whether it takes the form of teacher led lectures, reading assignments, small group discussion, or self-explanation. Similarly, procedural learning in mathematics generally involves steps or strategies that can be articulated and then practiced. While these pedagogical processes are clearly important, studies of mathematics learning point to persistent problems in student learning, including difficulties in retention, failure to transfer, lack of fluency, and poor understanding of the conditions of application of knowledge. The perceptual learning modules (PLMs), which were developed under a prior IES Development grant, incorporate principles of perceptual and adaptive learning to target conceptually difficult areas of the middle school mathematics curriculum related to fractions and measurement. In smaller-scale classroom based efficacy studies, the PLM modules have shown robust and durable gains in student learning. The goal of this study is to test the efficacy of the PLMs to improve student learning compared to students who do not have access to the intervention."
R305A130206,My Science Tutor: Improving Science Learning through Tutorial Dialogs (MyST),Education Research Grants,Cognition and Student Learning,STEM,"Many students in the United States are not proficient in science and do not demonstrate competence in challenging science content. Many schools and districts are moving toward inquiry-based science curricula that allow students the opportunity to use inquiry, experimentation, and analysis to actively construct ideas. However, even with inquiry-based science curricula, there are students who do not master science content. The current project will test the efficacy of a computer-based intelligent tutoring system for third-, fourth-, and fifth-grade students called My Science Tutor (MyST), which was developed and pilot-tested under an earlier IES grant (Improving Science Learning Through Tutorial Dialogs). Researchers will compare MyST to both human small-group tutoring and business-as-usual during this current project. Students in the business-as-usual condition will not receive any additional tutoring either from MyST or a human tutor."
R305A140092,The Impact of a Teacher-Led Early Algebra Intervention on Children's Algebra-Readiness for Middle School,Education Research Grants,"Science, Technology, Engineering, and Mathematics (STEM) Education",STEM,"Starting around the turn of the 21st century, reforms in mathematics education underscored the critical role of algebra in elementary, middle and high school. It is argued that the traditional ""arithmetic-then-algebra"" approach, where an arithmetic curriculum in the elementary grades is followed by a formal treatment of algebra in secondary grades, does not allow the time and space necessary for students to develop depth in their understanding of algebra. However, the premise that beginning algebra instruction in the elementary grades-rather than waiting until secondary grades-would more effectively prepare children for a formal study of algebra had not been tested. The primary purpose of this project was to evaluate whether students who received longitudinal, early algebra instruction during the elementary grades were better prepared for algebra in middle school than students who received only arithmetic-focused instruction."
R305A150088,Improving Children's Understanding of Mathematical Equivalence: An Efficacy Study,Education Research Grants,Cognition and Student Learning,STEM,"The purpose of this project is to evaluate Improving Children's Understanding of Equivalence (ICUE), a fully-developed intervention that supplements teachers' existing mathematics instruction and helps students develop understanding of mathematical equivalence. This intervention was developed under two prior IES awards (Arithmetic Practice that Promotes Conceptual Understanding and Computational Fluency and Improving Children's Understanding of Mathematical Equivalence). A vast majority of elementary students struggle with the core concept of mathematical equivalence (i.e., the relation between two interchangeable quantities), and pilot data suggests that ICUE is a promising, cost-effective, and easy-to-implement intervention for improving second grade students' math learning outcomes. In this project, an independent evaluator will conduct a large-scale randomized control trial (RCT) to test the prediction that ICUE will improve student math outcomes. In addition, this efficacy trial will lay the groundwork for potential follow-up studies to test the assumption that improving elementary students' understanding of math equivalence has long-term positive consequences for mathematics achievement and algebra readiness."
