grant_id,ies_title,project_type,design,is_rct_final,design_signal,pre_wwc_call,in_wwc,wwc_designs,wwc_is_rct,rct_evidence,eric_rct_desc,eric_qed_desc,hit_title,hit_purpose,hit_abstract,hit_eric,hit_nonrct,is_center,n_abstracts,is_trial_design
R305A080063,A Randomized Controlled Study of the Effects of Intelligent Online Chemistry Tutors in Urban California School Districts,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,TRUE
R305A080699,Early Learning in Mathematics: Efficacy in Kindergarten Classrooms,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,21,TRUE
R305A090100,An Efficacy Study of Two Computer-Based Attention Training Systems in Schools,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,277,TRUE
R305A090114,Assessing the Efficacy of a Comprehensive Intervention in Physical Science on Head Start Teachers and Children,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,TRUE
R305A090162,A Randomized Trial of Reducing Stereotype Threat Among Minority and Economically Disadvantaged Students,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + abstract + eric,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,12,TRUE
R305A090204,Simplification and Incentives: A Randomized Experiment for Increasing College Savings,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + abstract,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,639,TRUE
R305A090281,Promoting Science among English Language Learners (P-SELL): Efficacy and Sustainability,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,16,TRUE
R305A090369,"Summer School and Summer Learning: An Examination of Selection, Implementation, and Program Effects in a Multiyear Randomized Trial",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,15,TRUE
R305A090446,Professional Development to Support and Sustain a Classroom Behavior Management Strategy,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305A090479,Responding to the National Crisis in Writing: An Efficacy Study of an Elementary Grades Writing Program,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30,TRUE
R305A090481,Systems Leadership in Middle School: A School Policy Intervention With Random Assignment,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + purpose + abstract,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,137,TRUE
R305A100058,Tools of the Mind: Promoting Self-Regulation and Academic Ability in Kindergarten,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23,TRUE
R305A100120,"Evaluation of a Random Assignment Intervention to Improve College Choice Among High Achieving, Low Income Students",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + abstract,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1004,TRUE
R305A100389,Interactions Between Visual and Auditory Interventions for Reading,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,TRUE
R305A100445,Using Data to Inform Decisions: How Teachers Use Data to Inform Practice and Improve Student Performance in Mathematics,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract + eric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,7,TRUE
R305A110112,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,TRUE
R305A120045,Efficacy Study of a Pre-Algebra Supplemental Program in Rural Mississippi Schools,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,TRUE
R305A120145,Written Language Problems in Middle School Students: A Randomized Trial of the Self-Regulated Strategy Development (SRSD) Model Using a Tier 2 Intervention,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + purpose + eric,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,TRUE
R305A120288,Perceptual Learning Technology in Mathematics Education: Efficacy and Replication,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,TRUE
R305A120391,A Randomized Efficacy Trial of the Kids in Transition to School (KITS) Program to Improve the School Readiness of Children in Disadvantaged Communities,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + purpose,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305A120809,Preventing Truancy in Urban Schools Through Provision of School Services by Truancy Officers,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305A120810,A Randomized Controlled Trial of Student Success Skills: A Program to Improve Academic Achievement for All Students,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE
R305A120812,Supporting Early Adolescent Learning and Social Success - Project SEALS,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,15,TRUE
R305A140070,Testing the Efficacy of a Developmentally Informed Coping Power Program in Middle Schools,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE
R305A140092,The Impact of a Teacher-Led Early Algebra Intervention on Children's Algebra-Readiness for Middle School,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,TRUE
R305A140253,Student Outcomes of Integrative Mental Health Services,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
R305A140298,Efficacy Follow-up of ParentCorps: Long-term Impact of Early Childhood Family-Focused Intervention on Academic Achievement,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305A140356,Multisite Study of School-Based Treatment Approaches for Adolescents with ADHD,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,TRUE
R305A140378,Scalable Approaches for Preparing Early Childhood Teachers: Identifying Costs and Effectiveness of Evidence Based Approaches to Coaching,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305A140488,Math for All: Assessing the Efficacy of a Professional Development Program for Elementary School Teachers,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305A140692,Improving Classroom Learning Environments by Cultivating Awareness and Resilience in Education (CARE): A Cluster Randomized Controlled Efficacy Trial,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + abstract,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,23,TRUE
R305A140698,WORLD Efficacy Study,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
R305A150043,Improvement of Elementary Fractions Instruction: Randomized Controlled Trial Using Lesson Study with a Fractions Resource Kit,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + purpose + abstract + eric,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R305A150046,"Evaluation of We Have Skills, A Multimedia Classroom Level Social Skills Program for Elementary Students",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
R305A150088,Improving Children's Understanding of Mathematical Equivalence: An Efficacy Study,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract + eric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R305A150142,Efficacy of a Growth Mindset Intervention to Increase Student Success,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R305A150169,Educational Outcomes of the Incredible Years Small Group Program for Early Elementary Students with Self-Regulation Difficulties,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R305A150325,An Investigation of Direct Instruction Spoken English for At-Risk English Learners,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R305A150463,Testing the Effectiveness of Professional Development in Academic Vocabulary on Observed Teaching Practice and Academic Vocabulary Knowledge of English Learners in 8th Grade Social Studies Classrooms,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE
R305A150488,Intervening with Children Experiencing Serious Peer Difficulties: The Friendship Connections Program,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6,TRUE
R305A160177,Does Early Intervention Benefit Social-Emotional and Academic Development in Middle School? A Follow-up Study of INSIGHTS,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,TRUE
R305A160241,Generating Large and Sustained Impacts on Early Language Skills: Evaluation of Timing and Duration of Intervention,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8,TRUE
R305A160346,Testing the Efficacy of Embedded Social Skills within a Universal Classroom Management Program: Well-Managed Schools,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + eric,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305A160400,Financial Aid Nudges: A National Experiment to Increase Retention of Financial Aid and College Persistence,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R305A170052,Evaluation of Organization Skills Training Program for Upper Elementary Students,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
R305A170068,Efficacy of the TELL Curriculum for Preschool Children who are Economically Disadvantaged,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R305A170114,Increasing Learning By Promoting Early Abstract Thought,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
R305A170139,An Efficacy Study of Toggle Talk,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE
R305A170171,An Efficacy Follow-Up Study of the Long-Term Effects of Reading Recovery Under the i3 Scale-Up,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,TRUE
R305A170180,Evaluation of a Training Program to Promote Effective School Leadership,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8,TRUE
R305A170635,Efficacy of the Core Knowledge Language Arts Read Aloud Program in Kindergarten through Second Grade Classrooms,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12,TRUE
R305A180004,Causal Effects of the Kindergarten Transition Intervention,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
R305A180181,A Longitudinal Efficacy Study of the Montessori Preschool Model on Academic and Social-Emotional Outcomes,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9,TRUE
R305A180212,Efficacy Trial of the We-Write Intervention with 4th- and 5th-Grade Students,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305A180259,Investigation of How and for Whom the Positive Action Social-Emotional and Character Development Program has its Effects on Student Behavior and Academic Achievement,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract + eric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R305A180326,"Examining the Efficacy of RULER on School Climate, Teacher Well-being, Classroom Climate, and Student Outcomes",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305A180429,Follow-up to the Replicating the CGI Experiment in Diverse Environments Study,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,TRUE
R305A190065,Developing Talkers: Building Effective Teachers of Academic Language Skills,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
R305A190088,School Adolescent Mood Project: Efficacy of IPT-AST in Schools,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R305A190256,An Efficacy Study of the MathSpring Personalized Learning System That Responds to Student Affect,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,TRUE
R305A190360,Project Citizen Research Program,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,TRUE
R305A190478,"Evaluation of We Have Choices, an Upper-Elementary Self-Management Program",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE
R305A200101,Connecting Community College Students to Public and Community Resources: An Experimental Evaluation of Single Stop,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
R305A210412,Testing the Impact of Academically Focused Interventions on the Self-Regulation of Preschool and Elementary-School Students: An Integrative-Data-Analysis Approach,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305B070048,Evaluation of the First In Math Online Mathematics Program in New York City: A Randomized Control Trial,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,205,TRUE
R305B070508,Successful Transitions to Algebra 1: A Randomized Control Trial of Two Theories of Ninth Grade Algebra Instruction,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + abstract,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,81,TRUE
R305B070542,An Economical Improvement In Literacy and Numeracy,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,TRUE
R305B070702,A Randomized Efficacy Trial of Academically Enhanced Rigorous Career Academies: Studying the Impact of the National Academy Foundation (NAF) Model,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + eric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305E050052,"Implementing Public School Choice in Charlotte, NC: Impacts on Student Outcomes, Competitiveness and Racial Segregation",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,62,TRUE
R305E050135,Study of Innovative School Leadership Performance Evaluation Systems,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
R305E100030,Evaluation of the Effectiveness of the Ohio Department of Education's Literacy Core Curriculum for Early Childhood Educators,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract + eric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,28,TRUE
R305E150005,Using Teacher Evaluation Data to Drive Instructional Improvement: Evidence from the Evaluation Partnership Program in Tennessee,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,TRUE
R305F050069,Effects of Enhanced After-School Programs on Educational Outcomes: A Randomized Trial,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + abstract,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,20,TRUE
R305F050080,Evaluating the Efficacy of Read Well Kindergarten,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE
R305F050117,Evaluation of Writing Wings: Writing Instruction for Disadvantaged Elementary School Children,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305F050245,"Promoting School Success in Children Attending Pre-K Programs in Poor, Urban Schools",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,TRUE
R305F100002,The Language Bases of Reading Comprehension,Development and Innovation,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,51,TRUE
R305H030031,Increasing Learning By Promoting Early Abstract Thought,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,TRUE
R305H050036,A Randomized Trial of Two Promising Interventions for Students with Attention Problems,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title + eric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,TRUE
R305H060080,Test-Enhanced Learning in the Classroom,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,41,TRUE
R305H170006,An Evaluation of the New Graduation Requirements in Texas,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305J020039,Evaluation of the Effects of Creative Curriculum on Classroom Quality and Child Outcomes in Head Start,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,22,TRUE
R305J030084,Evaluation of the Language-Focused Curriculum,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,TRUE
R305J030093,Evaluating the Effectiveness of Preschool Literacy Curriculum for Children At-Risk,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,12,TRUE
R305J030138,Randomized Evaluation of Curiosity Corner With Follow-Up Into SFA and Control Elementary Programs,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R305L030002,Second Step,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,16,TRUE
R305L030003,"Reading, Writing, Respect and Resolution: The Impact of a Social and Character Development and Literacy Program on Teachers and Children",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,108,TRUE
R305L030065,Academic and Behavioral Competencies Model,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,26,TRUE
R305M030052,Teacher Quality Study: An Investigation of the Impact of Teacher Study Groups as a Means to Enhance The Quality of Reading Instruction for First Graders in High Poverty Schools in Two States,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,18,TRUE
R305M040086,Can Literacy Professional Development be Improved with Web-based Collaborative Learning Tools: A Randomized Field Trial,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,TRUE
R305M050031,A Randomized Controlled Study of the Efficacy of Reading Apprenticeship Professional Development for High School History and Science Teaching and Learning,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,51,TRUE
R305M050226,"Comparing the Efficacy of Three Approaches to Improving Teaching Quality in Science Education: Curriculum Implementation, Design, and Adaptation",Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
R305M050270,Investigating the Efficacy of a Professional Development Program in Classroom Assessment for Middle School Reading and Mathematics,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,496,TRUE
R305U070006,The Effects of Disadvantaged Schools and Neighborhoods on the Education of Low-Income Youth,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,725,TRUE
R305W060027,Content-Focused Coaching (SM) for High Quality Reading Instruction,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,21,TRUE
R324A070118,Testing The Impact of PBIS Plus,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,TRUE
R324A070183,Think Time Efficacy Study,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract + eric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,11,TRUE
R324A080195,Efficacy and Sustainability of the STAR Program,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,26,TRUE
R324A100022,Preventing School Dropout with Secondary Students: The Implementation of an Individualized Reading Intervention and Dropout Prevention Intervention,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,29,TRUE
R324A100174,A Randomized Trial of the SCERTS Curriculum for Students with Autism Spectrum Disorders in Early Elementary School Classrooms,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,title,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
R324A100225,Efficacy of Broad Target Speech Recasts on Students with Down Syndrome,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE
R324A110018,A Study of the Effects of a Three-Tier Model of Interagency Collaboration on Transition Outcomes for Students with Disabilities,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE
